,Visiting: Win,Home: Win
42699,True,False
15414,False,True
49026,True,False
21867,False,True
8406,True,False
13668,False,True
47228,True,False
4878,False,True
50600,True,False
60167,False,True
31923,True,False
33556,False,True
32434,True,False
12114,False,True
6258,True,False
36124,False,True
34731,True,False
81272,False,True
25902,True,False
13278,False,True
6897,True,False
60581,False,True
35685,True,False
207,False,True
74511,True,False
77658,False,True
5514,True,False
54500,False,True
18084,True,False
18160,False,True
66889,True,False
56777,False,True
16840,True,False
75513,False,True
50489,True,False
36487,False,True
70943,True,False
69843,False,True
2359,True,False
45734,False,True
4394,True,False
22135,False,True
27368,True,False
24503,False,True
2208,True,False
40001,False,True
76622,True,False
57138,False,True
22395,True,False
16417,False,True
56393,True,False
48094,False,True
38437,True,False
63198,False,True
66562,True,False
26859,False,True
36470,True,False
59447,False,True
5036,True,False
36288,False,True
40127,True,False
39230,False,True
1170,True,False
55155,False,True
43693,True,False
63238,False,True
58299,True,False
44319,False,True
41037,True,False
35536,False,True
42349,True,False
26696,False,True
38585,True,False
7669,False,True
70479,True,False
2213,False,True
39624,True,False
72258,False,True
47531,True,False
51236,False,True
81266,True,False
52716,False,True
72941,True,False
15425,False,True
66055,True,False
74237,False,True
57270,True,False
10640,False,True
60019,True,False
5879,False,True
67182,True,False
27284,False,True
34549,True,False
64156,False,True
68288,True,False
18138,False,True
60049,True,False
19412,False,True
11148,True,False
126,False,True
71041,True,False
81120,False,True
48163,True,False
61963,False,True
47403,True,False
43505,False,True
14986,True,False
79432,False,True
38890,True,False
80865,False,True
10302,True,False
59034,False,True
59711,True,False
34215,False,True
66253,True,False
64275,False,True
79215,True,False
21099,False,True
42832,True,False
17305,False,True
58303,True,False
20343,False,True
18983,True,False
12249,False,True
70667,True,False
62823,False,True
60480,True,False
65359,False,True
26570,True,False
7284,False,True
30340,True,False
42711,False,True
81276,True,False
28216,False,True
14588,True,False
76585,False,True
42931,True,False
63940,False,True
18376,True,False
80928,False,True
58226,True,False
35631,False,True
49989,True,False
4051,False,True
53687,True,False
34931,False,True
37030,True,False
10084,False,True
36260,True,False
21548,False,True
31545,True,False
56278,False,True
47117,True,False
28890,False,True
32708,True,False
36736,False,True
29280,True,False
13752,False,True
23812,True,False
26602,False,True
29250,True,False
1211,False,True
33166,True,False
5291,False,True
10983,True,False
61837,False,True
71019,True,False
11473,False,True
46109,True,False
80598,False,True
73862,True,False
28668,False,True
71313,True,False
71064,False,True
50578,True,False
8389,False,True
65770,True,False
5261,False,True
21929,True,False
25641,False,True
6261,True,False
70041,False,True
72734,True,False
49738,False,True
69706,True,False
45157,False,True
3154,True,False
18065,False,True
44570,True,False
47464,False,True
32136,True,False
70654,False,True
78755,True,False
31761,False,True
70939,True,False
23946,False,True
33203,True,False
64113,False,True
67988,True,False
1057,False,True
80000,True,False
41856,False,True
38367,True,False
64445,False,True
67205,True,False
22459,False,True
65882,True,False
39765,False,True
42065,True,False
44701,False,True
37394,True,False
64158,False,True
41691,True,False
12562,False,True
79745,True,False
38028,False,True
27383,True,False
29093,False,True
44111,True,False
75301,False,True
6839,True,False
13879,False,True
74617,True,False
13502,False,True
59644,True,False
59038,False,True
68835,True,False
19071,False,True
38995,True,False
75731,False,True
73612,True,False
7458,False,True
59207,True,False
976,False,True
56088,True,False
79842,False,True
9640,True,False
40447,False,True
35501,True,False
79613,False,True
72119,True,False
70684,False,True
18890,True,False
49480,False,True
72898,True,False
15881,False,True
6497,True,False
8402,False,True
74062,True,False
27109,False,True
53619,True,False
42695,False,True
32955,True,False
9687,False,True
49704,True,False
78753,False,True
37502,True,False
2082,False,True
13552,True,False
45921,False,True
33540,True,False
20774,False,True
49951,True,False
31590,False,True
65614,True,False
8426,False,True
43621,True,False
30155,False,True
70324,True,False
25680,False,True
30389,True,False
57652,False,True
63185,True,False
31354,False,True
21193,True,False
48080,False,True
16352,True,False
79728,False,True
5436,True,False
35884,False,True
38077,True,False
48887,False,True
71601,True,False
61397,False,True
47564,True,False
69309,False,True
51559,True,False
71669,False,True
12046,True,False
68540,False,True
61993,True,False
26496,False,True
58897,True,False
24081,False,True
68267,True,False
51893,False,True
70192,True,False
8239,False,True
52865,True,False
61135,False,True
776,True,False
76609,False,True
54193,True,False
16884,False,True
9677,True,False
67690,False,True
34937,True,False
44623,False,True
53812,True,False
54687,False,True
66984,True,False
51783,False,True
16304,True,False
22587,False,True
48339,True,False
76207,False,True
39179,True,False
46318,False,True
15701,True,False
54843,False,True
69871,True,False
37581,False,True
55796,True,False
19045,False,True
23305,True,False
21757,False,True
23235,True,False
77091,False,True
46867,True,False
76219,False,True
5960,True,False
70066,False,True
49798,True,False
60033,False,True
56250,True,False
55635,False,True
31659,True,False
54000,False,True
73485,True,False
25056,False,True
9833,True,False
3952,False,True
42564,True,False
59918,False,True
12328,True,False
28073,False,True
43682,True,False
3881,False,True
19630,True,False
65850,False,True
12109,True,False
50960,False,True
65668,True,False
54932,False,True
15611,True,False
4504,False,True
23245,True,False
27158,False,True
20407,True,False
58655,False,True
23207,True,False
32133,False,True
13891,True,False
61463,False,True
64499,True,False
32334,False,True
67175,True,False
16844,False,True
10848,True,False
75734,False,True
74032,True,False
15112,False,True
14034,True,False
12410,False,True
80123,True,False
56638,False,True
19209,True,False
19339,False,True
27220,True,False
80956,False,True
56932,True,False
51846,False,True
49967,True,False
66221,False,True
12988,True,False
9532,False,True
32339,True,False
67422,False,True
79576,True,False
54100,False,True
50270,True,False
72036,False,True
73798,True,False
50924,False,True
35831,True,False
6481,False,True
72888,True,False
25063,False,True
43136,True,False
509,False,True
450,True,False
23360,False,True
81313,True,False
1843,False,True
31475,True,False
4023,False,True
27512,True,False
39006,False,True
5672,True,False
15997,False,True
74191,True,False
58563,False,True
7211,True,False
10374,False,True
688,True,False
23112,False,True
58369,True,False
42276,False,True
48436,True,False
72863,False,True
14622,True,False
52213,False,True
78162,True,False
72918,False,True
67958,True,False
73549,False,True
76440,True,False
61794,False,True
20579,True,False
63664,False,True
68932,True,False
7798,False,True
45583,True,False
307,False,True
69718,True,False
63577,False,True
27371,True,False
18163,False,True
40915,True,False
80069,False,True
58958,True,False
13009,False,True
74034,True,False
42508,False,True
20070,True,False
73273,False,True
58480,True,False
33992,False,True
63611,True,False
65163,False,True
8976,True,False
592,False,True
65234,True,False
65251,False,True
1367,True,False
7498,False,True
30339,True,False
14705,False,True
74164,True,False
49348,False,True
14035,True,False
79974,False,True
28545,True,False
264,False,True
44794,True,False
80903,False,True
75175,True,False
33536,False,True
67554,True,False
78041,False,True
40472,True,False
53690,False,True
36700,True,False
54065,False,True
70007,True,False
46462,False,True
15257,True,False
27369,False,True
55665,True,False
2814,False,True
44208,True,False
70710,False,True
43478,True,False
76803,False,True
60104,True,False
61610,False,True
9204,True,False
59896,False,True
14449,True,False
18281,False,True
27684,True,False
22590,False,True
19790,True,False
37856,False,True
4474,True,False
42754,False,True
22518,True,False
33565,False,True
50871,True,False
77050,False,True
64711,True,False
70998,False,True
20741,True,False
29074,False,True
47142,True,False
44348,False,True
19602,True,False
75481,False,True
80262,True,False
6943,False,True
16408,True,False
31047,False,True
6233,True,False
43258,False,True
52942,True,False
14835,False,True
71002,True,False
24398,False,True
3298,True,False
24522,False,True
647,True,False
53251,False,True
5967,True,False
42162,False,True
30729,True,False
72114,False,True
32798,True,False
13620,False,True
67025,True,False
77011,False,True
27051,True,False
55453,False,True
55415,True,False
61291,False,True
28415,True,False
35445,False,True
55740,True,False
45642,False,True
68117,True,False
39675,False,True
22792,True,False
16730,False,True
65829,True,False
78478,False,True
22648,True,False
80076,False,True
43584,True,False
37178,False,True
64070,True,False
55511,False,True
81054,True,False
55978,False,True
2552,True,False
28971,False,True
62255,True,False
10870,False,True
35149,True,False
47655,False,True
39715,True,False
47630,False,True
66858,True,False
70128,False,True
64724,True,False
21538,False,True
26148,True,False
65051,False,True
59562,True,False
64609,False,True
23927,True,False
26023,False,True
52802,True,False
53734,False,True
31604,True,False
64573,False,True
3104,True,False
1452,False,True
1588,True,False
66234,False,True
44584,True,False
75489,False,True
8037,True,False
2075,False,True
45426,True,False
32870,False,True
58309,True,False
61911,False,True
59735,True,False
26234,False,True
73575,True,False
7721,False,True
68348,True,False
59504,False,True
14952,True,False
38886,False,True
49191,True,False
57519,False,True
42902,True,False
31303,False,True
34329,True,False
26494,False,True
15367,True,False
40520,False,True
15803,True,False
65856,False,True
58802,True,False
28404,False,True
24130,True,False
30248,False,True
21806,True,False
53641,False,True
20092,True,False
58251,False,True
54387,True,False
43216,False,True
4416,True,False
11545,False,True
81174,True,False
61461,False,True
10733,True,False
60807,False,True
64752,True,False
29913,False,True
57547,True,False
71368,False,True
24970,True,False
62043,False,True
78075,True,False
4292,False,True
46684,True,False
29911,False,True
65361,True,False
42282,False,True
25449,True,False
27758,False,True
72016,True,False
72424,False,True
45597,True,False
56113,False,True
48064,True,False
5323,False,True
20713,True,False
51470,False,True
29157,True,False
3894,False,True
70122,True,False
37362,False,True
71948,True,False
78928,False,True
21676,True,False
15540,False,True
49935,True,False
29836,False,True
41532,True,False
38270,False,True
17645,True,False
27162,False,True
3641,True,False
23382,False,True
50567,True,False
58810,False,True
45036,True,False
79857,False,True
55035,True,False
68977,False,True
16769,True,False
74347,False,True
78415,True,False
28997,False,True
27529,True,False
9146,False,True
1819,True,False
68899,False,True
29477,True,False
80157,False,True
52980,True,False
63308,False,True
29158,True,False
48719,False,True
45296,True,False
5175,False,True
75169,True,False
79054,False,True
9951,True,False
5034,False,True
31585,True,False
24848,False,True
68011,True,False
51405,False,True
71862,True,False
23536,False,True
18619,True,False
63968,False,True
12515,True,False
13268,False,True
8586,True,False
60130,False,True
74194,True,False
69104,False,True
66150,True,False
42782,False,True
56131,True,False
65652,False,True
49247,True,False
79098,False,True
72555,True,False
79046,False,True
1932,True,False
13279,False,True
80647,True,False
72597,False,True
62487,True,False
36489,False,True
72060,True,False
17264,False,True
69812,True,False
41519,False,True
51644,True,False
4250,False,True
68046,True,False
22338,False,True
37449,True,False
67478,False,True
73591,True,False
15856,False,True
67327,True,False
81247,False,True
23569,True,False
19097,False,True
29018,True,False
50308,False,True
38004,True,False
15491,False,True
24862,True,False
17438,False,True
78394,True,False
3317,False,True
48420,True,False
21878,False,True
41126,True,False
1531,False,True
25732,True,False
45593,False,True
22465,True,False
55020,False,True
23172,True,False
16961,False,True
5373,True,False
71650,False,True
43951,True,False
24352,False,True
20796,True,False
47415,False,True
23334,True,False
36034,False,True
75147,True,False
38244,False,True
40200,True,False
34568,False,True
56940,True,False
10635,False,True
60654,True,False
62714,False,True
71684,True,False
59643,False,True
34485,True,False
81110,False,True
61386,True,False
57608,False,True
10488,True,False
46833,False,True
49219,True,False
63802,False,True
33502,True,False
62238,False,True
12723,True,False
16004,False,True
47874,True,False
5001,False,True
80802,True,False
29631,False,True
35901,True,False
3009,False,True
64764,True,False
43576,False,True
72432,True,False
23711,False,True
66853,True,False
75674,False,True
44816,True,False
63798,False,True
43445,True,False
6656,False,True
71799,True,False
981,False,True
11033,True,False
2798,False,True
29678,True,False
16143,False,True
12644,True,False
56838,False,True
39406,True,False
30254,False,True
7026,True,False
28325,False,True
24272,True,False
61167,False,True
66329,True,False
23571,False,True
62795,True,False
1627,False,True
38410,True,False
5902,False,True
72365,True,False
31671,False,True
18043,True,False
17895,False,True
53,True,False
14327,False,True
51311,True,False
5675,False,True
18378,True,False
51586,False,True
71021,True,False
37195,False,True
13170,True,False
45192,False,True
74433,True,False
556,False,True
4183,True,False
63696,False,True
29335,True,False
16724,False,True
26036,True,False
69167,False,True
8537,True,False
26005,False,True
11440,True,False
40202,False,True
620,True,False
12022,False,True
20064,True,False
79905,False,True
12156,True,False
14514,False,True
44834,True,False
1547,False,True
17745,True,False
80404,False,True
27202,True,False
67729,False,True
65241,True,False
41087,False,True
41365,True,False
9747,False,True
67711,True,False
63244,False,True
54680,True,False
51723,False,True
46457,True,False
13102,False,True
56949,True,False
16371,False,True
51,False,False
55594,False,True
54042,True,False
68916,False,True
12567,True,False
13017,False,True
24014,True,False
58482,False,True
48519,True,False
32616,False,True
33823,True,False
27647,False,True
27535,True,False
63515,False,True
26663,True,False
51964,False,True
66193,True,False
468,False,True
70444,True,False
30443,False,True
46760,True,False
75164,False,True
68779,True,False
66738,False,True
15809,True,False
41999,False,True
18396,True,False
41648,False,True
19493,True,False
9941,False,True
38881,True,False
50996,False,True
52561,True,False
70740,False,True
20860,True,False
65055,False,True
13695,True,False
42771,False,True
18451,True,False
57380,False,True
75421,True,False
67720,False,True
78355,True,False
37741,False,True
41763,True,False
29587,False,True
37239,True,False
68256,False,True
3174,True,False
13781,False,True
65323,True,False
45478,False,True
70878,True,False
13599,False,True
52294,True,False
63988,False,True
36931,True,False
26804,False,True
11258,True,False
60231,False,True
9890,True,False
73630,False,True
1592,True,False
16865,False,True
81380,True,False
22765,False,True
46324,True,False
39630,False,True
49187,True,False
24845,False,True
28162,True,False
41765,False,True
31157,True,False
40896,False,True
2374,True,False
5040,False,True
6401,True,False
26329,False,True
25583,True,False
47500,False,True
80073,True,False
42691,False,True
71177,True,False
65501,False,True
36261,True,False
47954,False,True
20560,True,False
43617,False,True
74774,True,False
22839,False,True
2491,True,False
37697,False,True
41887,True,False
47857,False,True
68949,True,False
43998,False,True
39894,True,False
42720,False,True
12812,True,False
36366,False,True
78222,True,False
3181,False,True
14398,True,False
20251,False,True
34510,True,False
24541,False,True
31596,True,False
49106,False,True
11474,True,False
2600,False,True
29602,True,False
16147,False,True
63594,True,False
80416,False,True
9227,True,False
11912,False,True
23976,True,False
63651,False,True
34991,True,False
1239,False,True
24693,True,False
46163,False,True
12115,True,False
59184,False,True
24827,True,False
43988,False,True
79785,True,False
63699,False,True
17131,True,False
53782,False,True
57515,True,False
31591,False,True
47031,True,False
53884,False,True
12600,True,False
45184,False,True
66336,True,False
7988,False,True
42701,True,False
76995,False,True
72611,True,False
48636,False,True
49426,True,False
44073,False,True
52542,True,False
78775,False,True
29334,True,False
41680,False,True
42429,True,False
68500,False,True
76774,True,False
2440,False,True
72780,True,False
23806,False,True
57594,True,False
32109,False,True
5888,True,False
1535,False,True
44070,True,False
20215,False,True
47132,True,False
71463,False,True
46294,True,False
18538,False,True
49940,True,False
65748,False,True
8602,True,False
35295,False,True
67095,True,False
13981,False,True
70968,True,False
43262,False,True
39096,True,False
36652,False,True
62762,True,False
23877,False,True
77904,True,False
14492,False,True
25484,True,False
9598,False,True
58186,True,False
32517,False,True
37227,True,False
57934,False,True
31317,True,False
5898,False,True
64159,True,False
11056,False,True
50229,True,False
3440,False,True
66428,True,False
36857,False,True
5271,True,False
37640,False,True
1425,True,False
48575,False,True
31479,True,False
61607,False,True
56159,True,False
3779,False,True
53958,True,False
75626,False,True
63971,True,False
37273,False,True
74917,True,False
77777,False,True
53893,True,False
53019,False,True
81491,True,False
47976,False,True
25399,True,False
49930,False,True
59739,True,False
52912,False,True
12817,True,False
43259,False,True
49808,True,False
73922,False,True
65224,True,False
15275,False,True
49420,True,False
47183,False,True
12265,True,False
47067,False,True
56315,True,False
64935,False,True
53294,True,False
14100,False,True
60155,True,False
60109,False,True
43147,True,False
62232,False,True
24455,True,False
63368,False,True
33317,True,False
74023,False,True
28448,True,False
68078,False,True
66355,True,False
6765,False,True
80664,True,False
22430,False,True
13271,True,False
13865,False,True
15357,True,False
80376,False,True
23845,True,False
26081,False,True
43319,True,False
32944,False,True
8500,True,False
42361,False,True
47349,True,False
59699,False,True
1856,True,False
40321,False,True
74446,True,False
11144,False,True
3012,True,False
5968,False,True
46604,True,False
2494,False,True
35667,True,False
74676,False,True
23714,True,False
22347,False,True
29773,True,False
65594,False,True
6252,True,False
29486,False,True
41055,True,False
17642,False,True
53648,True,False
30703,False,True
58881,True,False
64036,False,True
14269,True,False
4349,False,True
63020,True,False
56751,False,True
61900,True,False
79593,False,True
55604,True,False
66916,False,True
29015,True,False
65884,False,True
3610,True,False
44249,False,True
33228,True,False
33982,False,True
62161,True,False
44009,False,True
5900,True,False
55053,False,True
56121,True,False
21311,False,True
48292,True,False
47559,False,True
78068,True,False
63,False,True
38570,True,False
44957,False,True
36429,True,False
58491,False,True
15242,True,False
64218,False,True
44825,True,False
35893,False,True
60666,True,False
1621,False,True
67009,True,False
6921,False,True
62442,True,False
44362,False,True
40325,True,False
58688,False,True
56392,True,False
28861,False,True
32134,True,False
29386,False,True
13775,True,False
61449,False,True
25506,True,False
46518,False,True
78231,True,False
38791,False,True
47706,True,False
6913,False,True
40485,True,False
7983,False,True
58274,True,False
22579,False,True
44968,True,False
59786,False,True
73361,True,False
53149,False,True
17165,True,False
78929,False,True
77400,True,False
27702,False,True
68876,True,False
21617,False,True
34929,True,False
12008,False,True
31726,True,False
62237,False,True
32618,True,False
2283,False,True
77160,True,False
18800,False,True
53206,True,False
29057,False,True
34666,True,False
67709,False,True
59477,True,False
20817,False,True
41710,True,False
43473,False,True
36007,True,False
63029,False,True
77218,True,False
4165,False,True
75839,True,False
11084,False,True
37780,True,False
13939,False,True
75856,True,False
59654,False,True
46846,True,False
70566,False,True
31482,True,False
29336,False,True
26277,True,False
22888,False,True
52974,True,False
27908,False,True
57687,True,False
1164,False,True
80420,True,False
19559,False,True
52642,True,False
24894,False,True
40351,True,False
31073,False,True
34844,True,False
72792,False,True
20632,True,False
5099,False,True
49329,True,False
17931,False,True
27954,True,False
13832,False,True
67089,True,False
67540,False,True
52623,True,False
78261,False,True
26598,True,False
59756,False,True
4201,True,False
7508,False,True
43250,True,False
11390,False,True
53870,True,False
63800,False,True
68813,True,False
1854,False,True
48066,True,False
71048,False,True
60098,True,False
47998,False,True
40982,True,False
79024,False,True
46769,True,False
68446,False,True
10865,True,False
29014,False,True
60067,True,False
69599,False,True
4875,True,False
9500,False,True
27103,True,False
44865,False,True
52547,True,False
80681,False,True
33142,True,False
6443,False,True
52776,True,False
34010,False,True
76552,True,False
29156,False,True
11797,True,False
64197,False,True
21386,True,False
56422,False,True
47078,True,False
27609,False,True
44117,True,False
25180,False,True
68042,True,False
65755,False,True
13110,True,False
38666,False,True
31742,True,False
16023,False,True
25064,True,False
66975,False,True
8152,True,False
54886,False,True
2069,True,False
59658,False,True
34358,True,False
51594,False,True
19984,True,False
56600,False,True
77853,True,False
18763,False,True
4499,True,False
10416,False,True
33108,True,False
15168,False,True
20336,True,False
19816,False,True
55858,True,False
62827,False,True
56661,True,False
29861,False,True
301,True,False
56969,False,True
6231,True,False
34462,False,True
6001,True,False
54704,False,True
7600,True,False
15468,False,True
25676,True,False
38676,False,True
45613,True,False
26272,False,True
37184,True,False
46106,False,True
34875,True,False
67454,False,True
52550,True,False
8910,False,True
12612,True,False
67719,False,True
32372,True,False
62203,False,True
12590,True,False
44882,False,True
34834,True,False
23954,False,True
1824,True,False
25616,False,True
45185,True,False
10148,False,True
43390,True,False
51976,False,True
7135,True,False
65145,False,True
71970,True,False
8432,False,True
65547,True,False
70153,False,True
15272,True,False
34479,False,True
28067,True,False
62588,False,True
24295,True,False
71127,False,True
28903,True,False
49424,False,True
5368,True,False
46620,False,True
71212,True,False
36691,False,True
24233,True,False
3025,False,True
67708,True,False
73160,False,True
46386,True,False
80352,False,True
66508,True,False
63977,False,True
40363,True,False
43288,False,True
37049,True,False
43798,False,True
37379,True,False
2284,False,True
33072,True,False
54670,False,True
69381,True,False
62426,False,True
44953,True,False
50458,False,True
64872,True,False
77478,False,True
25084,True,False
62895,False,True
66423,True,False
17211,False,True
8942,True,False
45246,False,True
17164,True,False
42266,False,True
61350,True,False
24932,False,True
74645,True,False
76196,False,True
63795,True,False
67505,False,True
46331,True,False
27030,False,True
78380,True,False
22238,False,True
81455,True,False
15090,False,True
53316,True,False
75304,False,True
64192,True,False
6297,False,True
63954,True,False
46850,False,True
76021,True,False
37558,False,True
52341,True,False
65236,False,True
15902,True,False
66070,False,True
8176,True,False
2010,False,True
53210,True,False
33732,False,True
55849,True,False
55378,False,True
11911,True,False
18070,False,True
46181,True,False
46731,False,True
35578,True,False
29125,False,True
74229,True,False
63998,False,True
34437,True,False
51889,False,True
2830,True,False
28042,False,True
51798,True,False
4617,False,True
7998,True,False
64924,False,True
71556,True,False
55541,False,True
18259,True,False
12681,False,True
39658,True,False
44133,False,True
10157,True,False
31367,False,True
20983,True,False
58367,False,True
47321,True,False
62056,False,True
35999,True,False
23843,False,True
18271,True,False
9865,False,True
36751,True,False
11395,False,True
61462,True,False
36570,False,True
8873,True,False
49385,False,True
77748,True,False
45661,False,True
57853,True,False
15918,False,True
43760,True,False
14263,False,True
67221,True,False
29501,False,True
30442,True,False
3994,False,True
33305,True,False
62365,False,True
40748,True,False
40086,False,True
15099,True,False
20946,False,True
14298,True,False
66009,False,True
77277,True,False
80133,False,True
48706,True,False
23041,False,True
4640,True,False
35337,False,True
42774,True,False
16374,False,True
59386,True,False
2527,False,True
49558,True,False
33680,False,True
13747,True,False
17071,False,True
14861,True,False
41150,False,True
75704,True,False
69232,False,True
47051,True,False
18119,False,True
27398,True,False
7292,False,True
11871,True,False
13713,False,True
28669,True,False
58603,False,True
35438,True,False
3449,False,True
44909,True,False
18008,False,True
62380,True,False
50068,False,True
69187,True,False
8681,False,True
80730,True,False
28579,False,True
67630,True,False
80559,False,True
71459,True,False
65630,False,True
42002,True,False
774,False,True
54315,True,False
22078,False,True
65346,True,False
64176,False,True
50883,True,False
10400,False,True
6271,True,False
35885,False,True
14145,True,False
30052,False,True
74144,True,False
50515,False,True
52332,True,False
73251,False,True
74383,True,False
13078,False,True
57192,True,False
71592,False,True
21096,True,False
41367,False,True
32981,True,False
78550,False,True
60602,True,False
46993,False,True
79275,True,False
14836,False,True
5321,True,False
61259,False,True
65495,True,False
1216,False,True
48322,True,False
48708,False,True
45601,True,False
2111,False,True
71926,True,False
76106,False,True
38427,True,False
79932,False,True
74834,True,False
49732,False,True
71541,True,False
77407,False,True
76831,True,False
14962,False,True
12743,True,False
41778,False,True
40699,True,False
52311,False,True
29364,True,False
61398,False,True
26693,True,False
5230,False,True
38649,True,False
7964,False,True
74630,True,False
16789,False,True
31738,True,False
5950,False,True
29827,True,False
58857,False,True
71656,True,False
8707,False,True
23751,True,False
4439,False,True
34331,True,False
42256,False,True
24325,True,False
78409,False,True
29881,True,False
52919,False,True
36986,True,False
5716,False,True
1499,True,False
61421,False,True
3906,True,False
76728,False,True
46801,True,False
2442,False,True
2796,True,False
441,False,True
32722,True,False
79635,False,True
80549,True,False
39597,False,True
6735,True,False
26366,False,True
21234,True,False
3678,False,True
13395,True,False
21585,False,True
18717,True,False
3853,False,True
41528,True,False
17219,False,True
27434,True,False
53904,False,True
49556,True,False
48025,False,True
29394,True,False
69311,False,True
80726,True,False
44323,False,True
12329,True,False
46177,False,True
25638,True,False
69568,False,True
23638,True,False
38966,False,True
35562,True,False
76360,False,True
66352,True,False
26274,False,True
2046,True,False
68012,False,True
10641,True,False
23198,False,True
13987,True,False
52376,False,True
39287,True,False
35451,False,True
21160,True,False
41098,False,True
79092,True,False
73211,False,True
56272,True,False
29621,False,True
49664,True,False
8672,False,True
4399,True,False
67113,False,True
59188,True,False
20236,False,True
30477,True,False
73346,False,True
36117,True,False
12333,False,True
71587,True,False
81394,False,True
13329,True,False
64943,False,True
19726,True,False
19498,False,True
46172,True,False
54038,False,True
26264,True,False
46970,False,True
13884,True,False
69721,False,True
5190,True,False
41740,False,True
31419,True,False
64165,False,True
37480,True,False
13064,False,True
11995,True,False
6872,False,True
78742,True,False
51271,False,True
55283,True,False
53473,False,True
53481,True,False
79651,False,True
46162,True,False
75331,False,True
5353,True,False
54785,False,True
60284,True,False
50618,False,True
46974,True,False
1250,False,True
62593,True,False
62110,False,True
69869,True,False
13350,False,True
79729,True,False
70086,False,True
41325,True,False
4391,False,True
69341,True,False
74613,False,True
78623,True,False
38747,False,True
9142,True,False
53235,False,True
38617,True,False
39334,False,True
64795,True,False
53620,False,True
39093,True,False
47791,False,True
73805,True,False
48747,False,True
57642,True,False
32328,False,True
24507,True,False
6747,False,True
28499,True,False
25529,False,True
75914,True,False
67623,False,True
70394,True,False
65425,False,True
75371,True,False
38991,False,True
6390,True,False
18695,False,True
35259,True,False
62973,False,True
64691,True,False
36773,False,True
19048,True,False
73984,False,True
34214,True,False
53767,False,True
30195,True,False
15107,False,True
23631,True,False
14735,False,True
70406,True,False
59898,False,True
53910,True,False
10388,False,True
134,True,False
24075,False,True
36343,True,False
30331,False,True
73250,True,False
1394,False,True
5529,True,False
15008,False,True
64620,True,False
54478,False,True
69024,True,False
11502,False,True
54797,True,False
45679,False,True
15036,True,False
55338,False,True
16173,True,False
47949,False,True
31412,True,False
59606,False,True
32340,True,False
11717,False,True
27160,True,False
56875,False,True
71840,True,False
47916,False,True
229,True,False
32580,False,True
10582,True,False
50181,False,True
8337,True,False
80633,False,True
79985,True,False
13883,False,True
62657,True,False
3649,False,True
81089,True,False
4115,False,True
20177,True,False
1809,False,True
72928,True,False
24078,False,True
24469,True,False
48721,False,True
50553,True,False
14663,False,True
3867,True,False
23075,False,True
40951,True,False
69729,False,True
3915,True,False
34125,False,True
57109,True,False
51061,False,True
78020,True,False
70643,False,True
27233,True,False
22093,False,True
41637,True,False
2169,False,True
48905,True,False
69430,False,True
37578,True,False
21552,False,True
72069,True,False
55286,False,True
43082,True,False
59413,False,True
55169,True,False
50533,False,True
63048,True,False
59216,False,True
56603,True,False
6228,False,True
30230,True,False
45091,False,True
53693,True,False
33875,False,True
76014,True,False
32811,False,True
7765,True,False
30704,False,True
21656,True,False
22137,False,True
26124,True,False
79486,False,True
58786,True,False
12708,False,True
11367,True,False
51325,False,True
50388,True,False
44838,False,True
56816,True,False
27891,False,True
17202,True,False
7473,False,True
42532,True,False
37075,False,True
66293,True,False
36167,False,True
28965,True,False
46347,False,True
73294,True,False
77550,False,True
40349,True,False
6865,False,True
50401,True,False
23911,False,True
33741,True,False
26018,False,True
16068,True,False
39840,False,True
56738,True,False
72760,False,True
27847,True,False
39178,False,True
8309,True,False
58832,False,True
34401,True,False
259,False,True
57272,True,False
22267,False,True
13299,True,False
71006,False,True
37849,True,False
55012,False,True
27694,True,False
81349,False,True
48402,True,False
29997,False,True
66194,True,False
50196,False,True
60876,True,False
73935,False,True
8110,True,False
22281,False,True
21275,True,False
24760,False,True
42410,True,False
7466,False,True
55570,True,False
60508,False,True
3938,True,False
53838,False,True
65535,True,False
64004,False,True
38939,True,False
67186,False,True
13721,True,False
46150,False,True
31837,True,False
44373,False,True
42933,True,False
30579,False,True
23496,True,False
21737,False,True
11864,True,False
52795,False,True
27336,True,False
51281,False,True
77001,True,False
11462,False,True
49287,True,False
10094,False,True
67864,True,False
20463,False,True
57518,True,False
74815,False,True
12561,True,False
20448,False,True
23741,True,False
48146,False,True
40844,True,False
43392,False,True
13186,True,False
47752,False,True
56919,True,False
4627,False,True
67885,True,False
36273,False,True
78102,True,False
18935,False,True
2687,True,False
24603,False,True
38265,True,False
14033,False,True
67571,True,False
29963,False,True
61130,True,False
76951,False,True
42631,True,False
20758,False,True
25236,True,False
46786,False,True
53746,True,False
77204,False,True
51583,True,False
14875,False,True
8666,True,False
62026,False,True
30972,True,False
4228,False,True
40419,True,False
49380,False,True
76607,True,False
62729,False,True
46995,True,False
68554,False,True
77892,True,False
48053,False,True
11167,True,False
43300,False,True
33566,True,False
55404,False,True
27560,True,False
11944,False,True
9694,True,False
67557,False,True
10319,True,False
34372,False,True
6180,True,False
47041,False,True
11274,True,False
52188,False,True
41797,True,False
8906,False,True
62599,True,False
76452,False,True
72213,True,False
10669,False,True
49987,True,False
40085,False,True
61835,True,False
39731,False,True
38057,True,False
59615,False,True
9849,True,False
26985,False,True
62267,True,False
14090,False,True
17035,True,False
60942,False,True
74697,True,False
